LEVEL,RULE,RULETEXT,FILENAME,LOCATION
error,prefer-regexp-exec,Use the `RegExp#exec()` method instead,#/src/page-models/ProfilePage/WorksList/AdaptationsList.ts,167:31
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/page-models/ProfilePage/WorksList/AdaptationsList.ts,168:30
warning,import/order,There should be at least one empty line between import groups,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,1:1
warning,import/order,`playwright` type import should occur after type import of `#/db-types/play/play.types`,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,1:1
warning,import/order,There should be at least one empty line between import groups,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,2:1
warning,no-unused-vars,'ScrapedPlayData' is defined but never used,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,3:15
error,no-unsafe-assignment,Unsafe assignment of type `any[]` to a variable of type `ScrapedPlayData[]`,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,13:5
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `string`,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,22:11
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `string`,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,25:63
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `string`,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,26:39
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `string`,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,27:39
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `string`,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,28:42
error,no-unsafe-member-access,Unsafe member access .genres on an `any` value,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,28:47
error,no-unsafe-return,Unsafe return of a value of type `any`,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,30:9
error,no-unsafe-assignment,Unsafe assignment of an `any` value,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,31:11
error,no-unsafe-assignment,Unsafe assignment of an `any` value,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,32:11
error,no-unsafe-assignment,Unsafe assignment of an `any` value,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,34:11
error,require-await,Async arrow function has no 'await' expression,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,46:46
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,88:60
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,90:65
error,prefer-regexp-exec,Use the `RegExp#exec()` method instead,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,107:20
error,prefer-regexp-exec,Use the `RegExp#exec()` method instead,#/src/page-models/ProfilePage/WorksList/PlaysList.ts,117:34
warning,import/order,There should be at least one empty line between import groups,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,1:1
warning,import/order,There should be at least one empty line between import groups,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,3:1
warning,import/order,`#/utils/isbnUtils` import should occur before import of `#/utils/stringUtils`,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,3:1
warning,import/order,`#/db-types/play/play.types` type import should occur before type import of `playwright`,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,4:1
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,6:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,7:6
warning,no-explicit-any,Unexpected any. Specify a different type,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,51:41
error,no-unsafe-return,Unsafe return of a value of type `any[]`,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,52:5
warning,no-explicit-any,Unexpected any. Specify a different type,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,53:29
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `{ [s: string]: unknown; } | ArrayLike<unknown>`,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,54:49
error,no-unsafe-member-access,Unsafe member access [key] on an `any` value,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,56:26
error,no-unsafe-member-access,Unsafe member access [key] on an `any` value,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,58:26
error,no-unsafe-return,Unsafe return of a value of type `any`,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,61:7
error,no-inferrable-types,"Type string trivially inferred from a string literal, remove type annotation",#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,136:24
error,no-useless-escape,Unnecessary escape character: \-,#/src/page-models/ProfilePage/WorksList/__BaseWorksList.ts,137:41
warning,import/order,There should be no empty line within import group,#/src/page-models/__BasePage.ts,1:1
warning,import/order,There should be at least one empty line between import groups,#/src/page-models/__BasePage.ts,3:1
warning,import/order,`#/types` type import should occur before type import of `playwright`,#/src/page-models/__BasePage.ts,3:1
warning,no-console,"Unexpected console statement. Only these console methods are allowed: warn, error",#/src/page-models/__BasePage.ts,90:5
warning,no-console,"Unexpected console statement. Only these console methods are allowed: warn, error",#/src/page-models/__BasePage.ts,97:9
warning,no-console,"Unexpected console statement. Only these console methods are allowed: warn, error",#/src/page-models/__BasePage.ts,105:9
warning,no-console,"Unexpected console statement. Only these console methods are allowed: warn, error",#/src/page-models/__BasePage.ts,112:9
warning,no-console,"Unexpected console statement. Only these console methods are allowed: warn, error",#/src/page-models/__BasePage.ts,115:7
warning,no-console,"Unexpected console statement. Only these console methods are allowed: warn, error",#/src/page-models/__BasePage.ts,116:7
error,restrict-template-expressions,Invalid type "unknown" of template literal expression,#/src/page-models/__BasePage.ts,116:32
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/page-models/__BasePage.ts,127:62
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/page-models/__BasePage.ts,138:69
warning,import/order,`#/core/Config` import should occur before import of `#/core/DatabaseService`,#/src/scripts/init-db.ts,2:1
warning,import/order,There should be at least one empty line between import groups,#/src/scripts/main/ProgressDisplay.ts,1:1
warning,import/order,There should be at least one empty line between import groups,#/src/scripts/main/ProgressDisplay.ts,4:1
warning,import/order,`#/scripts/main/ProgressDisplay.types` type import should occur before import of `#/core/Config`,#/src/scripts/main/ProgressDisplay.ts,4:1
error,no-inferrable-types,"Type boolean trivially inferred from a boolean literal, remove type annotation",#/src/scripts/main/ProgressDisplay.ts,23:3
warning,no-unused-vars,'startTime' is assigned a value but never used,#/src/scripts/main/ProgressDisplay.ts,97:13
warning,no-unused-vars,'endTime' is assigned a value but never used,#/src/scripts/main/ProgressDisplay.ts,97:24
error,prefer-nullish-coalescing,"Prefer using nullish coalescing operator (`??=`) instead of an assignment expression, as it is simpler to read",#/src/scripts/main/ProgressDisplay.ts,105:5
error,no-inferrable-types,"Type string trivially inferred from a string literal, remove type annotation",#/src/scripts/main/ProgressDisplay.ts,129:5
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/main/ProgressDisplay.ts,135:67
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/main/ProgressDisplay.ts,160:63
error,no-unnecessary-type-assertion,This assertion is unnecessary since it does not change the type of the expression,#/src/scripts/main/ProgressDisplay.ts,169:9
warning,no-non-null-assertion,Forbidden non-null assertion,#/src/scripts/main/ProgressDisplay.ts,169:9
error,no-unnecessary-type-assertion,This assertion is unnecessary since it does not change the type of the expression,#/src/scripts/main/ProgressDisplay.ts,373:15
warning,no-non-null-assertion,Forbidden non-null assertion,#/src/scripts/main/ProgressDisplay.ts,373:15
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ProgressDisplay.types.ts,1:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ProgressDisplay.types.ts,21:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ProgressDisplay.types.ts,43:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ProgressDisplay.types.ts,61:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ProgressDisplay.types.ts,79:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ProgressDisplay.types.ts,97:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ProgressDisplay.types.ts,104:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingError.ts,10:6
warning,consistent-type-imports,"Imports ""ObjectId"" are only used as type",#/src/scripts/main/ScrapingOrchestrator.ts,1:1
warning,import/order,There should be at least one empty line between import groups,#/src/scripts/main/ScrapingOrchestrator.ts,1:1
warning,import/order,`fs` import should occur before import of `mongodb`,#/src/scripts/main/ScrapingOrchestrator.ts,6:1
warning,import/order,`path` import should occur before import of `mongodb`,#/src/scripts/main/ScrapingOrchestrator.ts,7:1
warning,consistent-type-imports,All imports in the declaration are only used as types. Use `import type`,#/src/scripts/main/ScrapingOrchestrator.ts,10:1
warning,consistent-type-imports,All imports in the declaration are only used as types. Use `import type`,#/src/scripts/main/ScrapingOrchestrator.ts,11:1
warning,import/order,`#/core/ModuleWriter` import should occur before import of `#/core/WebScraper`,#/src/scripts/main/ScrapingOrchestrator.ts,11:1
warning,consistent-type-imports,All imports in the declaration are only used as types. Use `import type`,#/src/scripts/main/ScrapingOrchestrator.ts,12:1
warning,import/order,`#/core/DatabaseService` import should occur before import of `#/core/WebScraper`,#/src/scripts/main/ScrapingOrchestrator.ts,12:1
warning,consistent-type-imports,All imports in the declaration are only used as types. Use `import type`,#/src/scripts/main/ScrapingOrchestrator.ts,15:1
warning,import/order,There should be at least one empty line between import groups,#/src/scripts/main/ScrapingOrchestrator.ts,16:1
warning,import/order,`#/page-models/ProfilePage` import should occur before import of `#/scripts/main/ProgressDisplay`,#/src/scripts/main/ScrapingOrchestrator.ts,16:1
warning,import/order,There should be at least one empty line between import groups,#/src/scripts/main/ScrapingOrchestrator.ts,17:1
warning,import/order,`./ProgressDisplay.types` import should occur before import of `#/core/Config`,#/src/scripts/main/ScrapingOrchestrator.ts,17:1
warning,import/order,`#/db-types/author/author.types` type import should occur before import of `#/core/Config`,#/src/scripts/main/ScrapingOrchestrator.ts,18:1
warning,import/order,`#/db-types/play/play.types` type import should occur before import of `#/core/Config`,#/src/scripts/main/ScrapingOrchestrator.ts,22:1
warning,import/order,There should be at least one empty line between import groups,#/src/scripts/main/ScrapingOrchestrator.ts,27:1
warning,import/order,`./ProgressDisplay.types` type import should occur before import of `#/core/Config`,#/src/scripts/main/ScrapingOrchestrator.ts,27:1
warning,import/order,`./ScrapingError` import should occur before import of `#/core/Config`,#/src/scripts/main/ScrapingOrchestrator.ts,34:1
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,43:6
error,consistent-indexed-object-style,A record is preferred over an index signature,#/src/scripts/main/ScrapingOrchestrator.ts,43:24
error,consistent-indexed-object-style,A record is preferred over an index signature,#/src/scripts/main/ScrapingOrchestrator.ts,43:44
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,45:6
error,consistent-indexed-object-style,A record is preferred over an index signature,#/src/scripts/main/ScrapingOrchestrator.ts,45:14
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,47:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,53:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,60:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,68:6
error,no-empty-object-type,"The `{}` (""empty object"") type allows any non-nullish value, including literals like `0` and `""""`.
- If that's what you want, disable this lint rule with an inline comment or configure the 'allowObjectTypes' rule option.
- If you want a type meaning ""any object"", you probably want `object` instead.
- If you want a type meaning ""any value"", you probably want `unknown` instead",#/src/scripts/main/ScrapingOrchestrator.ts,73:38
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,81:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,87:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,95:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,105:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,115:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,120:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/main/ScrapingOrchestrator.ts,125:6
error,no-floating-promises,"Promises must be awaited, end with a call to .catch, end with a call to .then with a rejection handler or be explicitly marked as ignored with the `void` operator",#/src/scripts/main/ScrapingOrchestrator.ts,176:11
error,no-floating-promises,"Promises must be awaited, end with a call to .catch, end with a call to .then with a rejection handler or be explicitly marked as ignored with the `void` operator",#/src/scripts/main/ScrapingOrchestrator.ts,187:13
error,no-floating-promises,"Promises must be awaited, end with a call to .catch, end with a call to .then with a rejection handler or be explicitly marked as ignored with the `void` operator",#/src/scripts/main/ScrapingOrchestrator.ts,196:11
error,no-inferrable-types,"Type string trivially inferred from a string literal, remove type annotation",#/src/scripts/main/ScrapingOrchestrator.ts,235:34
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/main/ScrapingOrchestrator.ts,237:52
error,no-inferrable-types,"Type string trivially inferred from a string literal, remove type annotation",#/src/scripts/main/ScrapingOrchestrator.ts,244:32
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/main/ScrapingOrchestrator.ts,246:52
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/main/ScrapingOrchestrator.ts,260:75
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/main/ScrapingOrchestrator.ts,263:51
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/main/ScrapingOrchestrator.ts,276:49
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/main/ScrapingOrchestrator.ts,277:50
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/main/ScrapingOrchestrator.ts,278:52
warning,no-unused-vars,'error' is defined but never used,#/src/scripts/main/ScrapingOrchestrator.ts,342:14
error,prefer-regexp-exec,Use the `RegExp#exec()` method instead,#/src/scripts/main/ScrapingOrchestrator.ts,478:52
error,no-useless-escape,Unnecessary escape character: \-,#/src/scripts/main/ScrapingOrchestrator.ts,629:25
warning,no-explicit-any,Unexpected any. Specify a different type,#/src/scripts/main/ScrapingOrchestrator.ts,802:35
error,no-unsafe-member-access,Unsafe member access .message on an `any` value,#/src/scripts/main/ScrapingOrchestrator.ts,802:40
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/main/ScrapingOrchestrator.ts,856:47
error,require-await,Async method 'updateDisplay' has no 'await' expression,#/src/scripts/main/ScrapingOrchestrator.ts,872:3
error,restrict-template-expressions,Invalid type "ObjectId" of template literal expression,#/src/scripts/main/ScrapingOrchestrator.ts,899:44
error,restrict-template-expressions,Invalid type "Date" of template literal expression,#/src/scripts/main/ScrapingOrchestrator.ts,901:42
error,no-prototype-builtins,Do not access Object.prototype method 'hasOwnProperty' from target object,#/src/scripts/main/ScrapingOrchestrator.ts,938:25
warning,import/order,`#/core/ModuleWriter` import should occur before import of `#/core/WebScraper`,#/src/scripts/main/main.ts,2:1
warning,import/order,`#/core/DatabaseService` import should occur before import of `#/core/WebScraper`,#/src/scripts/main/main.ts,3:1
warning,import/order,`#/core/Config` import should occur before import of `#/core/WebScraper`,#/src/scripts/main/main.ts,6:1
warning,import/order,There should be at least one empty line between import groups,#/src/scripts/normalize/AnalyzeOrchestrator.ts,2:1
warning,import/order,There should be at least one empty line between import groups,#/src/scripts/normalize/AnalyzeOrchestrator.ts,4:1
warning,consistent-type-imports,All imports in the declaration are only used as types. Use `import type`,#/src/scripts/normalize/AnalyzeOrchestrator.ts,5:1
warning,import/order,`mongodb` import should occur before import of `#/core/DatabaseService`,#/src/scripts/normalize/AnalyzeOrchestrator.ts,5:1
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/normalize/AnalyzeOrchestrator.ts,7:6
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/normalize/AnalyzeOrchestrator.ts,11:6
error,no-floating-promises,"Promises must be awaited, end with a call to .catch, end with a call to .then with a rejection handler or be explicitly marked as ignored with the `void` operator",#/src/scripts/normalize/AnalyzeOrchestrator.ts,54:5
warning,no-non-null-assertion,Forbidden non-null assertion,#/src/scripts/normalize/AnalyzeOrchestrator.ts,65:19
warning,no-non-null-assertion,Forbidden non-null assertion,#/src/scripts/normalize/AnalyzeOrchestrator.ts,72:19
warning,no-non-null-assertion,Forbidden non-null assertion,#/src/scripts/normalize/AnalyzeOrchestrator.ts,81:24
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `string`,#/src/scripts/normalize/AnalyzeOrchestrator.ts,88:34
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `string`,#/src/scripts/normalize/AnalyzeOrchestrator.ts,136:37
warning,no-explicit-any,Unexpected any. Specify a different type,#/src/scripts/normalize/AnalyzeOrchestrator.ts,158:28
warning,no-explicit-any,Unexpected any. Specify a different type,#/src/scripts/normalize/AnalyzeOrchestrator.ts,167:28
warning,import/order,There should be at least one empty line between import groups,#/src/scripts/normalize/analyze-genres.ts,2:1
warning,import/order,`#/core/Config` import should occur before import of `#/core/DatabaseService`,#/src/scripts/normalize/analyze-genres.ts,4:1
warning,import/order,`#/core/Config` import should occur before import of `#/core/DatabaseService`,#/src/scripts/reset-db.ts,2:1
warning,import/order,There should be no empty line within import group,#/src/scripts/scrapeIndexes.ts,5:1
warning,import/order,`#/core/Config` import should occur before import of `#/core/WebScraper`,#/src/scripts/scrapeIndexes.ts,5:1
warning,import/order,`#/types` type import should occur before import of `#/core/WebScraper`,#/src/scripts/scrapeIndexes.ts,10:1
warning,import/order,`#/core/ModuleWriter` import should occur before import of `#/core/WebScraper`,#/src/scripts/scrapeListings.ts,2:1
warning,import/order,There should be no empty line within import group,#/src/scripts/scrapeListings.ts,3:1
warning,import/order,`#/core/Config` import should occur before import of `#/core/WebScraper`,#/src/scripts/scrapeListings.ts,3:1
warning,import/order,There should be no empty line within import group,#/src/scripts/scrapeListings.ts,6:1
warning,import/order,`#/input/listingUrls` import should occur before import of `#/page-models/ListingPage`,#/src/scripts/scrapeListings.ts,9:1
error,no-empty-function,Unexpected empty arrow function,#/src/scripts/scrapeListings.ts,13:25
warning,no-explicit-any,Unexpected any. Specify a different type,#/src/scripts/scrapeListings.ts,18:22
warning,prefer-const,'playwrightCount' is never reassigned. Use 'const' instead,#/src/scripts/scrapeListings.ts,47:11
error,no-unsafe-member-access,Unsafe member access [letterRange] on an `any` value,#/src/scripts/scrapeListings.ts,77:21
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `{}`,#/src/scripts/scrapeListings.ts,89:19
error,no-unsafe-assignment,Unsafe assignment of an `any` value,#/src/scripts/scrapeListings.ts,94:9
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `{}`,#/src/scripts/scrapeListings.ts,113:17
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/scripts/testRateLimiting.ts,16:6
error,prefer-nullish-coalescing,Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator,#/src/scripts/testRateLimiting.ts,94:43
warning,no-explicit-any,Unexpected any. Specify a different type,#/src/scripts/testRateLimiting.ts,132:23
error,no-unsafe-member-access,Unsafe member access .message on an `any` value,#/src/scripts/testRateLimiting.ts,133:53
error,consistent-type-definitions,Use an `interface` instead of a `type`,#/src/types.ts,19:13
error,consistent-indexed-object-style,A record is preferred over an index signature,#/src/types.ts,19:29
error,consistent-indexed-object-style,A record is preferred over an index signature,#/src/types.ts,23:12
warning,no-explicit-any,Unexpected any. Specify a different type,#/src/utils/dbUtils.ts,3:30
error,no-unsafe-member-access,Unsafe member access .constructor on an `any` value,#/src/utils/dbUtils.ts,26:47
error,no-unsafe-argument,Unsafe argument of type `any` assigned to a parameter of type `{}`,#/src/utils/dbUtils.ts,28:24
warning,no-explicit-any,Unexpected any. Specify a different type,#/src/utils/dbUtils.ts,42:40
warning,no-explicit-any,Unexpected any. Specify a different type,#/src/utils/dbUtils.ts,42:46
error,no-unsafe-return,Unsafe return of a value of type `any`,#/src/utils/dbUtils.ts,45:22
error,no-inferrable-types,"Type string trivially inferred from a string literal, remove type annotation",#/src/utils/dbUtils.ts,54:44
